ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
42A124000,643500,36592318,1431,GROVE RD,,LOT 8 BK 3 SEC 3 FOXBROOK,0
42A123000,733100,36592319,1401,FOXBROOK LN,,LOT 7 BK 3 SEC 2 FOXBROOK,0
42A005000,1038100,36592320,1508,GROVE RD,,.29 AC BK C MEADOWBROOK HGTS,0
42A097000,578300,36592321,1503,GROVE RD,,LOT 1 BK 2 SEC 1 FOXBROOK,0
42A108000,650100,36592322,1441,GROVE RD,,LOT 2 BK 4 SEC 2 FOXBROOK,0
42A111000,698100,36592323,1600,CONCORD DR,,LOT 5 BK 4 SEC 1 FOXBROOK,0
42A109000,546900,36592324,1443,GROVE RD,,LOT 3 BK 4 SEC 2 FOXBROOK,0
42A107000,781700,36592325,1439,GROVE RD,,LOT 1 BK 4 SEC 2 FOXBROOK,0
42A110000,584100,36592326,1445,GROVE RD,,LOT 4 BK 4 SEC 2 FOXBROOK,0
42A006000,440300,36592327,1506,GROVE RD,,LOT 10A BK C MEADOWBROOK HGTS,0
42A096000,428900,36592328,1601,CONCORD DR,,LOT 2 BK 2 SEC 1 FOXBROOK,0
42A007000,512100,36592329,1504,GROVE RD,,LOT & PAR A BK C MEADOWBROOK,0
42A126000,654700,36592330,1432,GROVE RD,,LOT 9 BK 5 SEC 3 FOXBROOK,0
42A125000,643400,36592331,1434,GROVE RD,,LOT 8 BK 5 SEC 3 FOXBROOK,0
42A098000,815900,36592332,1502,GROVE RD,,LOT 2 & PARCELS A & B FOXBROOK,0
42A106000,742000,36592333,1436,GROVE RD,,LOT 7 BK 5 SEC 2 FOXBROOK,0
42A105000,657400,36592334,1438,GROVE RD,,LOT 6 BK 5 SEC 2 FOXBROOK,0
42A104000,811300,36592335,1440,GROVE RD,,LOT 5 BK 5 SEC 2 FOXBROOK,0
42A103000,797000,36592336,1442,GROVE RD,,LOT 4 BK 5 SEC 2 FOXBROOK,0
42A102000,785400,36592337,1444,GROVE RD,,LOT 3 BK 5 SEC 2 FOXBROOK,0
42A101000,716100,36592338,1446,GROVE RD,,LOT 2 BK 5 SEC 2 FOXBROOK,0
42A100000,649100,36592339,1448,GROVE RD,,LOT 1 BK 5 SEC 1 FOXBROOK,0
42A099000,665600,36592340,1500,GROVE RD,,LOT 1 BK 1 SEC 1 FOXBROOK,0
420045800,325500,36592341,1630,ROSE HILL DR,,LOT 16 BK 5 GREENLEAF TERRACE,11412.72
420002400,301600,36592342,1601,OAKLEAF LN,,LOT 9 BK 6 GREENLEAF TERRACE,11238.48
420002300,292900,36592343,1603,OAKLEAF LN,,LOT 8 BK 6 GREENLEAF TERRACE,8668.44
420002000,308500,36592344,1605,OAKLEAF LN,,LOT 7 BK 6 GREENLEAF TERRACE,8668.44
420045700,400200,36592345,1628,ROSE HILL DR,,LOT 15 BK 5 GREENLEAF TERRACE,9278.28
420002100,257300,36592346,1607,OAKLEAF LN,,LOT 6 BK 6 GREENLEAF TERRACE,8668.44
420002200,346800,36592347,1609,OAKLEAF LN,,LOT 5 BK 6 GREENLEAF TERRACE,8668.44
420003000,334700,36592348,1611,OAKLEAF LN,,LOT 4 BK 6 GREENLEAF TERRACE,8537.76
420004000,463700,36592349,1613,OAKLEAF LN,,LOT 3 BK 6 GREENLEAF TERRACE,8537.76
420005000,627000,36592350,1614,OAKLEAF LN,,LOT 2 BK 6 GREENLEAF TERRACE,12196.8
420045600,298500,36592351,1626,ROSE HILL DR,,LOT 14 BK 5 GREENLEAF TERRACE,9278.28
420006000,324100,36592352,1626,GREENLEAF LN,,LOT 1 BK 6 GREENLEAF TERRACE,12371.04
420045500,324700,36592353,1624,ROSE HILL DR,,LOT 13 BK 5 GREENLEAF TERRACE,9278.28
420034000,405600,36592354,1608,OAKLEAF LN,,LOT C BK 4 GREENLEAF TERRACE,12980.88
420045400,366900,36592355,1622,ROSE HILL DR,,LOT 12 BK 5 GREENLEAF TERRACE,9278.28
420033000,382100,36592356,1613,DEL MAR DR,,LOT 1 BK 4 GREENLEAF TERRACE,15115.32
420045300,399100,36592357,1620,ROSE HILL DR,,LOT 11 BK 5 GREENLEAF TERRACE,9278.28
420007000,366500,36592358,1618,GREENLEAF LN,,LOT 1 BK 3 GREENLEAF TERRACE,9104.04
420032000,416300,36592359,1620,DEL MAR DR,,LOT 26 BK 3 GREENLEAF TERRACE,8407.08
420035000,322700,36592360,1611,DEL MAR DR,,LOT 2 BK 4 GREENLEAF TERRACE,7623
420031000,397900,36592361,1618,DEL MAR DR,,LOT 25 BK 3 GREENLEAF TERRACE,8450.64
420036000,329500,36592362,1609,DEL MAR DR,,LOT 3 BK 4 GREENLEAF TERRACE,8712
420045200,344600,36592363,1618,ROSE HILL DR,,LOT 10 BK 5 GREENLEAF TERRACE,9278.28
420037000,431500,36592364,1607,DEL MAR DR,,LOT 4 BK 4 GREENLEAF TERRACE,8842.68
420042000,317400,36592365,1617,ROSE HILL DR,,LOT 9 BK 4 GREENLEAF TERRACE,8755.56
420008000,398800,36592366,1616,GREENLEAF LN,,LOT 2 BK 3 GREENLEAF TERRACE,6098.4
420030000,342000,36592367,1616,DEL MAR DR,,LOT 24 BK 3 GREENLEAF TERRACE,7840.8
420045100,340700,36592368,1616,ROSE HILL DR,,LOT 9 BK 5 GREENLEAF TERRACE,9278.28
420029000,483300,36592369,1614,DEL MAR DR,,LOTS 23&PT 24 BK 3 GREENLEAF,8712
420009000,327800,36592370,1614,GREENLEAF LN,,LOT 3 BK 3 GREENLEAF TERRACE,9234.72
420041000,345500,36592371,1615,ROSE HILL DR,,LOT 8 BK 4 GREENLEAF TERRACE,9234.72
420010000,297900,36592372,1612,GREENLEAF LN,,LOT 4 BK 3 GREENLEAF TERRACE,8450.64
420038000,327000,36592373,1605,DEL MAR DR,,LOT 5 BK 4 GREENLEAF TERRACE,8145.72
420028000,316600,36592374,1612,DEL MAR DR,,LOT 22 BK 3 GREENLEAF TERRACE,8058.6
420045000,392400,36592375,1614,ROSE HILL DR,,LOT 8 BK 5 GREENLEAF TERRACE,9278.28
420011000,385100,36592376,1610,GREENLEAF LN,,LOT 5 BK 3 GREENLEAF TERRACE,10802.88
420039000,332200,36592377,1603,DEL MAR DR,,LOT 6 BK 4 GREENLEAF TERRACE,8755.56
420027000,292400,36592378,1610,DEL MAR DR,,LOT 21 BK 3 GREENLEAF TERRACE,8450.64
420040000,345100,36592379,1601,DEL MAR DR,,LOT 7 BK 4 GREENLEAF TERRACE,8407.08
420046000,340200,36592380,1612,ROSE HILL DR,,LOT 7 BK 5 GREENLEAF TERRACE,9278.28
420012000,433300,36592381,1608,GREENLEAF LN,,LOT 6 BK 3 GREENLEAF TERRACE,9365.4
420026000,404000,36592382,1608,DEL MAR DR,,LOT 20 BK 3 GREENLEAF TERRACE,8755.56
420013000,364200,36592383,1606,GREENLEAF LN,,LOT 7 BK 3 GREENLEAF TERRACE,8319.96
420047000,334200,36592384,1610,ROSE HILL DR,,LOT 6 BK 5 GREENLEAF TERRACE,9016.92
420025000,369900,36592385,1606,DEL MAR DR,,LOT 19 BK 3 GREENLEAF TERRACE,8886.24
420014000,450400,36592386,1604,GREENLEAF LN,,LOT 8 BK 3 GREENLEAF TERRACE,8668.44
420024000,326100,36592387,1604,DEL MAR DR,,LOT 18 BK 3 GREENLEAF TERRACE,11369.16
420048000,382700,36592388,1608,ROSE HILL DR,,LOT 5 BK 5 GREENLEAF TERRACE,9016.92
420023000,336300,36592389,1602,DEL MAR DR,,LOT 17 BK 3 GREENLEAF TERRACE,10018.8
420022000,376400,36592390,1600,DEL MAR DR,,LOT 16 BK 3 GREENLEAF TERRACE,10802.88
420015000,275800,36592391,1602,GREENLEAF LN,,LOT 9 BK 3 GREENLEAF TERRACE,8102.16
420049000,330700,36592392,1606,ROSE HILL DR,,LOT 4 BK 5 GREENLEAF TERRACE,9016.92
420016000,372900,36592393,1600,GREENLEAF LN,,LOT 10 BK 3 GREENLEAF TERRACE,8363.52
420050000,318900,36592394,1604,ROSE HILL DR,,LOT 3 BK 5 GREENLEAF TERRACE,9016.92
420017000,324100,36592395,1508,GREENLEAF LN,,LOT 11 BK 3 GREENLEAF TERRACE,8755.56
420018000,349200,36592396,1506,GREENLEAF LN,,LOT 12 BK 3 GREENLEAF TERRACE,8276.4
420019000,343100,36592397,1504,GREENLEAF LN,,LOT 13 BK 3 GREENLEAF TERRACE,8058.6
420020000,355400,36592398,1502,GREENLEAF LN,,LOT 14 BK 3 GREENLEAF TERRACE,8015.04
420021000,496300,36592399,1500,GREENLEAF LN,,LOT 15 BK 3 GREENLEAF TERRACE,9888.12
420051000,279800,36592400,1602,ROSE HILL DR,,LOT 2 BK 5 GREENLEAF TERRACE,9016.92
420052000,374600,36592401,1600,ROSE HILL DR,,LOT 1 BK 5 GREENLEAF TERRACE,9016.92
420062000,299000,36592402,1511,GREENLEAF LN,,LOT 1 BK 2 GREENLEAF TERRACE,14113.44
420061000,468100,36592403,1509,GREENLEAF LN,,LOTS 2 & 2A BKS 2 & F,15289.56
420060000,438500,36592404,1507,GREENLEAF LN,,LOT 3 BK 2 GREENLEAF TERRACE,13764.96
420053000,375800,36592405,1512,ROSE HILL DR,,LOT 1 BK 7 GREENLEAF TERRACE,9539.64
420059000,425700,36592406,1505,GREENLEAF LN,,LOT 4 BK 2 GREENLEAF TERRACE,11282.04
420057000,381100,36592407,1501,GREENLEAF LN,,LOT A&PT 6 BK 2 GREENLEAF TERR,12937.32
420058000,435400,36592408,1503,GREENLEAF LN,,LOTS 5&B BK 2 GREENLEAF TERR,11543.4
420063000,482500,36592409,1322,WELLFORD ST,,LOT A1 BK F SEC 1 RUGBY HILLS,13155.12
420064000,402800,36592410,1320,WELLFORD ST,,LOT B BK F SEC 1 RUGBY HILLS,13111.56
420065000,508800,36592411,1318,WELLFORD ST,,LOT C BK F SEC 1 RUGBY HILLS,15855.84
420054000,442100,36592412,1510,ROSE HILL DR,,LOT 2 BK 7 GREENLEAF TERRACE,11151.36
420066000,301400,36592413,1314,WELLFORD ST,,LOT D BK F SEC 1 RUGBY HILLS,12371.04
420067000,496500,36592414,1310,WELLFORD ST,,LOT E BK F SEC 1 RUGBY HILLS,9757.44
420055000,338600,36592415,1508,ROSE HILL DR,,LOT 3 BK 7 GREENLEAF TERRACE,13068
420068000,560600,36592416,1308,WELLFORD ST,,LOT F BK F SEC 1 RUGBY HILLS,10410.84
420097000,482400,36592417,1317,ROSE HILL DR,,LOTS 38&39 BK F RUGBY HILLS,19122.84
420079000,419100,36592418,1314,OXFORD PL,,LOT 15&PT 16 BK F RUGBY HILLS,38071.44
420078000,646900,36592419,1316,OXFORD PL,,LOT 13&PT 14 BK F SEC 2 RH,27007.2
420056000,313900,36592420,1506,ROSE HILL DR,,LOT 4 BK 7 GREENLEAF TERRACE,15376.68
420069000,383400,36592421,1304,WELLFORD ST,,LOT G BK F SEC 1 RUGBY HILLS,9365.4
420077000,497800,36592422,1318,OXFORD PL,,LOTS 11&12 BK F RUGBY HILLS,13329.36
420098800,314000,36592423,1320,ROSE HILL DR,,LOT 6 BK E SEC 2 RUGBY HILLS,16509.24
420076000,530900,36592424,1320,OXFORD PL,,LOTS 9&10 BK F RUGBY HILLS,13416.48
420070000,445200,36592425,1300,WELLFORD ST,,LOT H BK F SEC 1 RUGBY HILLS,7971.48
420096100,393800,36592426,1315,ROSE HILL DR,,LOT 34C BK F SEC 2 RUGBY HILLS,12632.4
420075000,619800,36592427,1322,OXFORD PL,,LOTS 7&8 BK F SE 2 RUGBY HILLS,14636.16
420098600,534400,36592428,1318,ROSE HILL DR,,LOT A BK E SEC 2 RUGBY HILLS,19514.88
420071000,319400,36592429,1208,WELLFORD ST,,LOT I BK F SEC 1 RUGBY HILLS,14331.24
420080100,608800,36592430,1312,OXFORD PL,,LOT A RUGBY HILLS,13416.48
420096000,404900,36592431,1313,ROSE HILL DR,,2                             1,13721.4
420098500,451900,36592432,1316,ROSE HILL DR,,LOT B BK E SEC 2 RUGBY HILLS,19166.4
420074000,450000,36592433,1324,OXFORD PL,,LOTS 5&6 BK F SE 2 RUGBY HILLS,15376.68
420083000,529100,36592434,1325,OXFORD PL,,LOT A BK G SEC 2 RUGBY HILLS,6969.6
420095000,434000,36592435,1311,ROSE HILL DR,,LOTS 31-33&34A BK F RUGBY HILL,21605.76
420080000,477300,36592436,1310,OXFORD PL,,LOT B BK F SEC 2 RUGBY HILLS,10541.52
420084000,425100,36592437,1329,OXFORD PL,,LOTS 14-16 BK G RUGBY HILLS,12240.36
420098000,488000,36592438,1314,ROSE HILL DR,,LOT 11&PT 10&12 BK E RUGBY,20342.52
420082000,409900,36592439,1307,OXFORD PL,,LOT B BK G SEC 2 RUGBY HILLS,11586.96
420105000,461200,36592440,1437,PLYMOUTH RD,,LOT 21 SHERWOOD FOREST,12327.48
420106000,321900,36592441,1433,PLYMOUTH RD,,LOT 20 SHERWOOD FOREST,13503.6
420104000,364400,36592442,1441,PLYMOUTH RD,,LOT 22 SHERWOOD FOREST,11020.68
420103000,749300,36592443,1443,PLYMOUTH RD,,LOT 23 SHERWOOD FOREST,12153.24
420102000,832600,36592444,1311,HARROW RD,,LOT 24 SHERWOOD FOREST,27181.44
420072100,338600,36592445,1204,WELLFORD ST,,LOT B BK F SEC 1 RUGBY HILLS,7927.92
420081000,510000,36592446,1306,OXFORD PL,,"LOTS 20,21&PT 22-24 RUGBY HILL",14984.64
420073000,742300,36592447,1535,OXFORD RD,,LOT 4&PT 3 BK F RUGBY HILLS,12240.36
420098700,529300,36592448,1312,ROSE HILL DR,,LOT C BK E SEC 2 RUGBY HILLS,0
420085000,317400,36592449,1331,OXFORD PL,,LOT B BK G SEC 2 RUGBY HILLS,3746.16
420087000,758800,36592450,1523,OXFORD RD,,LOTS 3&4 BK G SE 2 RUGBY HILLS,11979
420088000,748700,36592451,1521,OXFORD RD,,LOTS 5&6 BK G RUGBY HILLS,11979
420094000,203000,36592452,1501,ROSE HILL DR,,LOT B RUGBY HILLS,8276.4
420089000,471000,36592453,1519,OXFORD RD,,LOT 7&PT 8 BK G RUGBY HILLS,9016.92
420072000,477700,36592454,1539,OXFORD RD,,LOT A BK F SEC 1 RUGBY HILLS,9016.92
420090000,391000,36592455,1515,OXFORD RD,,LOT 9&PT 8 BK G RUGBY HILLS,9365.4
420098400,356300,36592456,1310,ROSE HILL DR,,LOT B BK E SEC 2 RUGBY HILLS,8319.96
420093100,343000,36592457,1305,ROSE HILL DR,,LOT C RUGBY HILLS,8319.96
420101000,320300,36592458,1307,HARROW RD,,LOT 25 SHERWOOD FOREST,12806.64
420110000,926700,36592459,1444,PLYMOUTH RD,,LOT 35 SHERWOOD FOREST,13503.6
420086000,544800,36592460,1527,OXFORD RD,,LOT A BK G SEC 2 RUGBY HILLS,7579.44
420091000,695900,36592461,1509,OXFORD RD,,PT LOTS 22-24 BK F RUGBY HILLS,20691
420109000,369700,36592462,1440,PLYMOUTH RD,,LOT 34 SHERWOOD FOREST,13503.6
420092000,410900,36592463,1507,OXFORD RD,,LOTS 25&26 BK F RUGBY HILLS,11979
420108000,339800,36592464,1438,PLYMOUTH RD,,LOT 33 SHERWOOD FOREST,13503.6
420098300,338700,36592465,1308,ROSE HILL DR,,LOT A BK E SEC 2 RUGBY HILLS,7230.96
420107000,325400,36592466,1434,PLYMOUTH RD,,LOT 32 SHERWOOD FOREST,13503.6
420099000,319300,36592467,1455,OXFORD RD,,LOT 26 SHERWOOD FOREST,0
420093000,494700,36592468,1503,OXFORD RD,,LOT A RUGBY HILLS,9016.92
420100000,554900,36592469,1451,OXFORD RD,,LOT 27 SHERWOOD FOREST,12806.64
420093200,376000,36592470,1501,OXFORD RD,,LOT D RUGBY HILLS,8276.4
420098100,381900,36592471,1459,OXFORD RD,,LOT A BK E SEC 2 RUGBY HILLS,4225.32
420098200,451600,36592472,1457,OXFORD RD,,LOT B RUGBY HILLS,8494.2
420111000,419000,36592473,1445,OXFORD RD,,LOT 28 SHERWOOD FOREST,13634.28
420112000,382000,36592474,1441,OXFORD RD,,LOT 29 SHERWOOD FOREST,13634.28
420113000,390000,36592475,1437,OXFORD RD,,LOT 30 SHERWOOD FOREST,13634.28
420114000,373200,36592476,1443,OXFORD RD,,LOT 31 SHERWOOD FOREST,13634.28
42C104000,459700,36592477,2313,GLENN CT,,LOT 63A&PAR X-11 GREENBRIER HG,0
42C105000,390000,36592478,2315,GLENN CT,,LOT 62A-1&PAR X-10 GREENBRIER,0
42C103000,489300,36592479,2311,GLENN CT,,LOT 64A BK C GREENBRIER HGTS,0
42C106000,443300,36592480,2317,GLENN CT,,LOT 61A-1&PAR X-9 GREENBRIER H,0
42C107000,481000,36592481,2319,GLENN CT,,LOT 60&PAR X-8 GREENBRIER HGTS,0
42C102000,401100,36592482,2309,GLENN CT,,LOT 65 BK C GREENBRIER HEIGHTS,0
42C108000,335800,36592483,2321,GLENN CT,,LOT 59&PAR X-7 GREENBRIER HGTS,0
42C101000,369300,36592484,2305,GLENN CT,,LOT 66 BK C GREENBRIER HEIGHTS,0
42C109000,444600,36592485,2323,GLENN CT,,LOT 58&PAR X-6 GREENBRIER HGTS,0
42C097000,452800,36592486,2312,GLENN CT,,LOT 23 BK A GREENBRIER HEIGHTS,0
42C098000,357300,36592487,2310,GLENN CT,,LOT 24 BK A GREENBRIER HEIGHTS,0
42C110000,375600,36592488,2325,GLENN CT,,LOT 57&PAR X-5 GREENBRIER HGTS,0
42C096000,402000,36592489,2250,BRANDYWINE DR,,LOT 22 BK A GREENBRIER HEIGHTS,0
42C099000,381400,36592490,2308,GLENN CT,,LOT 25 BK A GREENBRIER HEIGHTS,0
42C111000,432200,36592491,2327,GLENN CT,,LOT 56&PAR X-4 GREENBRIER HGTS,0
42C100000,365500,36592492,2306,GLENN CT,,LOT 26 BK A GREENBRIER HEIGHTS,0
42C095000,515200,36592493,2248,BRANDYWINE DR,,LOT 21 BK A GREENBRIER HEIGHTS,0
42C112000,385100,36592494,2329,GLENN CT,,LOT 55&PAR X-3 GREENBRIER HGTS,0
42C119000,407100,36592495,2324,GLENN CT,,LOT 48 BK C GREENBRIER HEIGHTS,0
42C113000,396700,36592496,2331,GLENN CT,,LOT 54&PAR X-2 GREENBRIER HGTS,0
42C094000,449200,36592497,2246,BRANDYWINE DR,,LOT 20 BK A GREENBRIER HEIGHTS,0
42C118000,497600,36592498,2328,GLENN CT,,LOT 49 BK C GREENBRIER HEIGHTS,0
42C117000,414900,36592499,2330,GLENN CT,,LOT 50 BK C GREENBRIER HEIGHTS,0
42C114000,390100,36592500,2333,GLENN CT,,LOT 53&PAR X-1 GREENBRIER HGTS,0
42C120000,389900,36592501,2241,BRANDYWINE DR,,LOT 47 BK C GREENBRIER HEIGHTS,0
42C093000,416800,36592502,2244,BRANDYWINE DR,,LOT 19 BK A GREENBRIER HEIGHTS,0
42C116000,408300,36592503,2332,GLENN CT,,LOT 51 BK C GREENBRIER HEIGHTS,0
42C121000,383100,36592504,2239,BRANDYWINE DR,,LOT 46 BK C GREENBRIER HEIGHTS,0
42C092000,518800,36592505,2242,BRANDYWINE DR,,LOT 18 BK A GREENBRIER HEIGHTS,0
42C115000,495900,36592506,2334,GLENN CT,,LOT 52 BK C GREENBRIER HEIGHTS,0
42C091000,406500,36592507,2240,BRANDYWINE DR,,LOT 17 BK A GREENBRIER HEIGHTS,0
42C122000,413400,36592508,2237,BRANDYWINE DR,,LOT 45 BK C GREENBRIER HEIGHTS,0
42C078000,405500,36592509,103,MELISSA PL,,LOT 43 BK C GREENBRIER HEIGHTS,0
42C077000,389400,36592510,105,MELISSA PL,,LOT 42 & PAR X BK C GREENBRIER,0
42C090000,390700,36592511,2238,BRANDYWINE DR,,LOT 16 BK A GREENBRIER HEIGHTS,0
43C120000,319900,36592512,109,DENICE LN,,LOT 4 NOMINI HILLS,0
42C079000,437600,36592513,101,MELISSA PL,,LOT 44 BK C GREENBRIER HEIGHTS,0
43C119000,322500,36592514,111,DENICE LN,,LOT 3 NOMINI HILLS,0
43C118000,394500,36592515,113,DENICE LN,,LOT 2 NOMINI HILLS,0
43C117000,353600,36592516,115,DENICE LN,,LOT 1 NOMINI HILLS,0
42C076000,391400,36592517,104,MELISSA PL,,LOT 41 BK C GREENBRIER HEIGHTS,0
42C089000,389000,36592518,2236,BRANDYWINE DR,,LOT 15 BK A GREENBRIER HEIGHTS,0
42C052000,354500,36592519,109,KERRY LN,,LOT 5 BK 2 SEC 2 BEECHWOOD,0
42C051000,415000,36592520,107,KERRY LN,,LOT 4 BK 2 SEC 2 BEECHWOOD,0
43C108000,306100,36592521,100,DENICE LN,,PT LOT 5 NOMINI HILLS,0
42C050000,404400,36592522,105,KERRY LN,,LOT 3 BK 2 SEC 2 BEECHWOOD,0
43C109000,352100,36592523,102,DENICE LN,,LOT 6 NOMINI HILLS,0
43C110000,307500,36592524,104,DENICE LN,,LOT 7 NOMINI HILLS,0
42C049000,420700,36592525,103,KERRY LN,,LOT 2 BK 2 SEC 2 BEECHWOOD,0
42C088000,445800,36592526,2234,BRANDYWINE DR,,LOT 14 BK A GREENBRIER HEIGHTS,0
43C111000,312100,36592527,106,DENICE LN,,LOT 8 NOMINI HILLS,0
42C048000,421900,36592528,101,KERRY LN,,LOT 1 BK 2 SEC 1A BEECHWOOD,0
42C075000,452000,36592529,102,MELISSA PL,,LOT 40 BK C GREENBRIER HEIGHTS,0
43C112000,312100,36592530,108,DENICE LN,,LOT 9 NOMINI HILLS,0
42C071000,405500,36592531,105,MARIE PL,,LOT 36 BK C GREENBRIER HEIGHTS,0
43C113000,327000,36592532,110,DENICE LN,,LOT 10 NOMINI HILLS,0
42C074000,413500,36592533,100,MELISSA PL,,LOT 39 BK C GREENBRIER HEIGHTS,0
43C114000,311300,36592534,112,DENICE LN,,LOT 11 NOMINI HILLS,0
43C115000,320500,36592535,114,DENICE LN,,LOT 12 NOMINI HILLS,0
42C087000,390800,36592536,2232,BRANDYWINE DR,,LOT 13 BK A GREENBRIER HEIGHTS,0
42C046000,513300,36592537,2509,KERRY LN,,LOT 3 BK 1 SEC 1A BEECHWOOD,0
43C116000,319000,36592538,116,DENICE LN,,LOT 13 NOMINI HILLS,0
43C107000,329000,36592539,2319,GREENBRIER DR,,PT LOT 1 BK 11 SE 4 GREENBRIER,0
42C054000,301900,36592540,110,KERRY LN,,PT LOT 7 BK 2 SEC 2 BEECHWOOD,0
42C072000,393900,36592541,103,MARIE PL,,LOT 37 BK C GREENBRIER HEIGHTS,0
43C106000,322100,36592542,2317,GREENBRIER DR,,LOT 2 BK 11 SEC 4 GREENBRIER,0
42C070000,372700,36592543,106,MARIE PL,,LOT 35 BK C GREENBRIER HEIGHTS,0
43C105000,375000,36592544,2315,GREENBRIER DR,,LOT 3 BK 11 SEC 4 GREENBRIER,0
42C055000,401800,36592545,108,KERRY LN,,LOTS 8&8A BK 2 SEC 2 BEECHWOOD,0
43C104000,338200,36592546,2313,GREENBRIER DR,,LOT 4 BK 11 SEC 4 GREENBRIER,0
42C056000,504900,36592547,106,KERRY LN,,LOT 9&PAR X SEC 2 BEECHWOOD,0
42C086000,408100,36592548,2230,BRANDYWINE DR,,LOT 12 BK A GREENBRIER HEIGHTS,0
43C103000,376600,36592549,2311,GREENBRIER DR,,LOT 5 BK 11 SEC 4 GREENBRIER,0
42C059000,588300,36592550,2506,KERRY LN,,LOT 12 BK 2 SEC 1A BEECHWOOD,0
42C057000,444500,36592551,104,KERRY LN,,LOT 10 BK 2 SEC 2 BEECHWOOD,0
42C073000,370500,36592552,101,MARIE PL,,LOT 38 BK C GREENBRIER HEIGHTS,0
42C045000,445500,36592553,2507,KERRY LN,,LOT 2 BK 1 SEC 1A BEECHWOOD,0
43C102000,524500,36592554,2307,GREENBRIER DR,,LOT 7 BK 11 SEC 7 GREENBRIER,0
42C058000,425900,36592555,102,KERRY LN,,LOT 11 BK 2 SEC 2 BEECHWOOD,0
42C036000,512200,36592556,2407,HILLWOOD PL,,LOT 1 BK 15 SEC 7 GREENBRIER,0
43C101000,339700,36592557,2305,GREENBRIER DR,,LOT 8 BK 11 SEC 7 GREENBRIER,0
42C037000,400100,36592558,2409,HILLWOOD PL,,LOT 2 BK 15 SEC 7 GREENBRIER,0
42C085000,376300,36592559,2228,BRANDYWINE DR,,LOT 11 BK A GREENBRIER HEIGHTS,0
42C069000,401000,36592560,104,MARIE PL,,LOT 34 BK C GREENBRIER HEIGHTS,0
42C062000,448200,36592561,1943,MICHAEL PL,,LOT 27A BK C SEC 1 GREENBRIER,0
42C038000,349600,36592562,2411,HILLWOOD PL,,LOT 3 BK 15 SEC 7 GREENBRIER,0
42C060000,479100,36592563,2504,KERRY LN,,LOT 13 BK 2 SEC 1-A BEECHWOOD,0
42C039000,390100,36592564,2413,HILLWOOD PL,,LOT 4 BK 15 SEC 7 GREENBRIER,0
43C008000,397100,36592565,2318,GREENBRIER DR,,LOT 52A BK 5 SEC 4 GREENBRIER,0
42C063000,400300,36592566,1945,MICHAEL PL,,LOT 28A BK C SEC 1 GREENBRIER,0
42C040000,419800,36592567,2415,HILLWOOD PL,,LOT 5 BK 15 SEC 7 GREENBRIER,0
42C044000,376600,36592568,2505,KERRY LN,,LOT 1 BK 1 SEC 1A BEECHWOOD,0
42C068000,369400,36592569,102,MARIE PL,,LOT 33 BK C GREENBRIER HEIGHTS,0
43C009000,378800,36592570,2316,GREENBRIER DR,,LOT 51 BK 5 SEC 4 GREENBRIER,0
42C041000,321400,36592571,2417,HILLWOOD PL,,LOT 6 BK 15 SEC 7 GREENBRIER,0
42C084000,410100,36592572,2226,BRANDYWINE DR,,LOT 10 BK A GREENBRIER HEIGHTS,0
43C010000,344000,36592573,2322,TARLETON DR,,LOT 50 BK 5 SEC 4 GREENBRIER,0
42C067000,374900,36592574,100,MARIE PL,,LOT 32 BK C GREENBRIER HEIGHTS,0
42C042000,391800,36592575,2419,HILLWOOD PL,,LOT 7 BK 15 SEC 8A GREENBRIER,0
43C100000,426500,36592576,2303,GREENBRIER DR,,LOT 9 BK 11 SEC 7 GREENBRIER,0
43C098000,403300,36592577,2321,TARLETON DR,,LOT 9 BK 10 SEC 4 GREENBRIER,0
42C064000,403800,36592578,1947,MICHAEL PL,,LOT 29 BK C GREENBRIER HEIGHTS,0
42C043000,386400,36592579,2421,HILLWOOD PL,,LOT 8 BK 15 SEC 8A GREENBRIER,0
43C006000,325700,36592580,1088,RIO RD E,,PT LOT 54 BK 5 SE 4 GREENBRIER,0
42C021000,427600,36592581,2501,HILLWOOD PL,,LOT 1 BK 14 SEC 8A GREENBRIER,0
42C083000,429400,36592582,2224,BRANDYWINE DR,,LOT 9 BK A GREENBRIER HEIGHTS,0
42C065000,366100,36592583,1949,MICHAEL PL,,LOT 30 BK C GREENBRIER HEIGHTS,0
42C020000,549200,36592584,2503,HILLWOOD PL,,LOT 2 BK 14 SEC 8B GREENBRIER,0
43C099000,367100,36592585,2306,GREENBRIER DR,,LOT 10 BK 10 SEC 5 GREENBRIER,0
43C082000,367900,36592586,2406,HILLWOOD PL,,LOT 10 BK 11 SEC 7 GREENBRIER,0
43C011000,324400,36592587,2320,TARLETON DR,,LOT 49 BK 5 SEC 4 GREENBRIER,0
42C019000,491600,36592588,2505,HILLWOOD PL,,LOT 3 BK 14 SEC 8B GREENBRIER,0
43C081000,375100,36592589,2408,HILLWOOD PL,,LOT 23 BK 11 SEC 7 GREENBRIER,0
42C035000,435900,36592590,2410,HILLWOOD PL,,LOT 22 BK 11 SEC 7 GREENBRIER,0
42C066000,463100,36592591,1951,MICHAEL PL,,LOT 31 BK C GREENBRIER HEIGHTS,0
